mkdir: cannot create directory `/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Scalability': File exists
2016/9/28 08:06:19 -- # 9900000 sequences processed
2016/9/28 08:06:19 -- # 10000000 sequences processed
2016/9/28 08:06:19 -- # 10100000 sequences processed
2016/9/28 08:06:19 -- # 10200000 sequences processed
2016/9/28 08:06:19 -- # 10300000 sequences processed
2016/9/28 08:06:19 -- # 10400000 sequences processed
2016/9/28 08:06:20 -- # 10500000 sequences processed
2016/9/28 08:06:20 -- # 10600000 sequences processed
2016/9/28 08:06:20 -- # 10700000 sequences processed
2016/9/28 08:06:20 -- # 10800000 sequences processed
2016/9/28 08:06:20 -- # 10900000 sequences processed
2016/9/28 08:06:20 -- # 11000000 sequences processed
2016/9/28 08:06:20 -- # 11100000 sequences processed
2016/9/28 08:06:20 -- # 11200000 sequences processed
2016/9/28 08:06:20 -- # 11300000 sequences processed
2016/9/28 08:06:20 -- # 11400000 sequences processed
2016/9/28 08:06:20 -- # 11500000 sequences processed
2016/9/28 08:06:20 -- # 11600000 sequences processed
2016/9/28 08:06:20 -- # 11700000 sequences processed
2016/9/28 08:06:20 -- # 11800000 sequences processed
2016/9/28 08:06:20 -- # 11900000 sequences processed
2016/9/28 08:06:21 -- Total 11945249 sequences processed... done
2016/9/28 08:06:21 -- [GEMMapper terminated successfully in 27s. (+16s. loading)]

#################################################################
# Test multi-threading - 8 threads - T2
#################################################################
2595811.GEM-Scalability.catwoman.t8
2016/9/28 08:06:21 -- [Opening input file '/tmp/data/datasets/gcat_set_039_1.fastq']
2016/9/28 08:06:21 -- [Outputting to '/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Scalability/2595811.GEM-Scalability.catwoman.t8.sam']
2016/9/28 08:06:21 -- [Loading GEM index '/tmp/data/indexes/HG_index_GEM/index.gem']
2016/9/28 08:06:40 -- [SE::Mapping Sequences]
2016/9/28 08:06:48 -- # 100000 sequences processed
2016/9/28 08:06:48 -- # 200000 sequences processed
2016/9/28 08:06:48 -- # 300000 sequences processed
2016/9/28 08:06:48 -- # 400000 sequences processed
2016/9/28 08:06:48 -- # 500000 sequences processed
2016/9/28 08:06:48 -- # 600000 sequences processed
2016/9/28 08:06:48 -- # 700000 sequences processed
2016/9/28 08:06:49 -- # 800000 sequences processed
2016/9/28 08:06:54 -- # 900000 sequences processed
2016/9/28 08:06:55 -- # 1000000 sequences processed
2016/9/28 08:06:55 -- # 1100000 sequences processed
2016/9/28 08:06:55 -- # 1200000 sequences processed
2016/9/28 08:06:55 -- # 1300000 sequences processed
2016/9/28 08:06:56 -- # 1400000 sequences processed
2016/9/28 08:06:56 -- # 1500000 sequences processed
2016/9/28 08:06:56 -- # 1600000 sequences processed
2016/9/28 08:07:01 -- # 1700000 sequences processed
2016/9/28 08:07:02 -- # 1800000 sequences processed
2016/9/28 08:07:02 -- # 1900000 sequences processed
2016/9/28 08:07:02 -- # 2000000 sequences processed
2016/9/28 08:07:02 -- # 2100000 sequences processed
2016/9/28 08:07:03 -- # 2200000 sequences processed
2016/9/28 08:07:03 -- # 2300000 sequences processed
2016/9/28 08:07:04 -- # 2400000 sequences processed
2016/9/28 08:07:08 -- # 2500000 sequences processed
2016/9/28 08:07:09 -- # 2600000 sequences processed
2016/9/28 08:07:09 -- # 2700000 sequences processed
2016/9/28 08:07:09 -- # 2800000 sequences processed
2016/9/28 08:07:09 -- # 2900000 sequences processed
2016/9/28 08:07:10 -- # 3000000 sequences processed
2016/9/28 08:07:11 -- # 3100000 sequences processed
2016/9/28 08:07:11 -- # 3200000 sequences processed
2016/9/28 08:07:14 -- # 3300000 sequences processed
2016/9/28 08:07:16 -- # 3400000 sequences processed
2016/9/28 08:07:16 -- # 3500000 sequences processed
2016/9/28 08:07:16 -- # 3600000 sequences processed
2016/9/28 08:07:16 -- # 3700000 sequences processed
2016/9/28 08:07:18 -- # 3800000 sequences processed
2016/9/28 08:07:18 -- # 3900000 sequences processed
2016/9/28 08:07:18 -- # 4000000 sequences processed
2016/9/28 08:07:21 -- # 4100000 sequences processed
2016/9/28 08:07:23 -- # 4200000 sequences processed
2016/9/28 08:07:23 -- # 4300000 sequences processed
2016/9/28 08:07:23 -- # 4400000 sequences processed
2016/9/28 08:07:24 -- # 4500000 sequences processed
2016/9/28 08:07:25 -- # 4600000 sequences processed
2016/9/28 08:07:25 -- # 4700000 sequences processed
2016/9/28 08:07:25 -- # 4800000 sequences processed
2016/9/28 08:07:27 -- # 4900000 sequences processed
2016/9/28 08:07:30 -- # 5000000 sequences processed
2016/9/28 08:07:30 -- # 5100000 sequences processed
2016/9/28 08:07:31 -- # 5200000 sequences processed
2016/9/28 08:07:31 -- # 5300000 sequences processed
2016/9/28 08:07:32 -- # 5400000 sequences processed
2016/9/28 08:07:33 -- # 5500000 sequences processed
2016/9/28 08:07:33 -- # 5600000 sequences processed
2016/9/28 08:07:34 -- # 5700000 sequences processed
2016/9/28 08:07:37 -- # 5800000 sequences processed
2016/9/28 08:07:37 -- # 5900000 sequences processed
2016/9/28 08:07:38 -- # 6000000 sequences processed
2016/9/28 08:07:38 -- # 6100000 sequences processed
2016/9/28 08:07:39 -- # 6200000 sequences processed
2016/9/28 08:07:40 -- # 6300000 sequences processed
2016/9/28 08:07:40 -- # 6400000 sequences processed
2016/9/28 08:07:40 -- # 6500000 sequences processed
2016/9/28 08:07:44 -- # 6600000 sequences processed
2016/9/28 08:07:44 -- # 6700000 sequences processed
2016/9/28 08:07:45 -- # 6800000 sequences processed
2016/9/28 08:07:45 -- # 6900000 sequences processed
2016/9/28 08:07:47 -- # 7000000 sequences processed
2016/9/28 08:07:47 -- # 7100000 sequences processed
2016/9/28 08:07:47 -- # 7200000 sequences processed
2016/9/28 08:07:47 -- # 7300000 sequences processed
2016/9/28 08:07:51 -- # 7400000 sequences processed
2016/9/28 08:07:51 -- # 7500000 sequences processed
2016/9/28 08:07:52 -- # 7600000 sequences processed
2016/9/28 08:07:52 -- # 7700000 sequences processed
2016/9/28 08:07:53 -- # 7800000 sequences processed
2016/9/28 08:07:54 -- # 7900000 sequences processed
2016/9/28 08:07:55 -- # 8000000 sequences processed
2016/9/28 08:07:55 -- # 8100000 sequences processed
2016/9/28 08:07:57 -- # 8200000 sequences processed
2016/9/28 08:07:57 -- # 8300000 sequences processed
2016/9/28 08:07:59 -- # 8400000 sequences processed
2016/9/28 08:07:59 -- # 8500000 sequences processed
2016/9/28 08:08:00 -- # 8600000 sequences processed
2016/9/28 08:08:01 -- # 8700000 sequences processed
2016/9/28 08:08:02 -- # 8800000 sequences processed
2016/9/28 08:08:02 -- # 8900000 sequences processed
2016/9/28 08:08:04 -- # 9000000 sequences processed
2016/9/28 08:08:04 -- # 9100000 sequences processed
2016/9/28 08:08:06 -- # 9200000 sequences processed
2016/9/28 08:08:06 -- # 9300000 sequences processed
2016/9/28 08:08:06 -- # 9400000 sequences processed
2016/9/28 08:08:08 -- # 9500000 sequences processed
2016/9/28 08:08:09 -- # 9600000 sequences processed
2016/9/28 08:08:09 -- # 9700000 sequences processed
2016/9/28 08:08:11 -- # 9800000 sequences processed
2016/9/28 08:08:11 -- # 9900000 sequences processed
2016/9/28 08:08:13 -- # 10000000 sequences processed
2016/9/28 08:08:13 -- # 10100000 sequences processed
2016/9/28 08:08:13 -- # 10200000 sequences processed
2016/9/28 08:08:16 -- # 10300000 sequences processed
2016/9/28 08:08:17 -- # 10400000 sequences processed
2016/9/28 08:08:17 -- # 10500000 sequences processed
2016/9/28 08:08:18 -- # 10600000 sequences processed
2016/9/28 08:08:18 -- # 10700000 sequences processed
2016/9/28 08:08:20 -- # 10800000 sequences processed
2016/9/28 08:08:20 -- # 10900000 sequences processed
2016/9/28 08:08:20 -- # 11000000 sequences processed
2016/9/28 08:08:23 -- # 11100000 sequences processed
2016/9/28 08:08:24 -- # 11200000 sequences processed
2016/9/28 08:08:24 -- # 11300000 sequences processed
2016/9/28 08:08:25 -- # 11400000 sequences processed
2016/9/28 08:08:25 -- # 11500000 sequences processed
2016/9/28 08:08:26 -- # 11600000 sequences processed
2016/9/28 08:08:26 -- # 11700000 sequences processed
2016/9/28 08:08:26 -- # 11800000 sequences processed
2016/9/28 08:08:27 -- # 11900000 sequences processed
2016/9/28 08:08:27 -- Total 11945249 sequences processed... done
2016/9/28 08:08:27 -- [GEMMapper terminated successfully in 106s. (+19s. loading)]


 Performance counter stats for 'bin/gem-mapper -t 8 -I /tmp/data/indexes/HG_index_GEM/index.gem -i /tmp/data/datasets/gcat_set_039_1.fastq -o /scratch/077-hpca4se-bioinf/jlenis/results/GEM-Scalability/2595811.GEM-Scalability.catwoman.t8.sam':

S0       16         1711408255 cache-misses                                                  (21.31%)
S0       16       587162452137 cycles                    #    0.000 GHz                      (20.01%)
S0       16       655326642027 instructions              #   18.30  insns per cycle        
                                             #    0.06  stalled cycles per insn  (26.28%)
S0       16              39923 cs                                                            (100.00%)
S0       16                694 migrations                                                    (100.00%)
S0       16              52572 faults                                                      
S0       16    <not supported> bus-cycles              
S0       16       615699652268 idle-cycles-frontend      #  1719.36% frontend cycles idle     (18.53%)
S0       16       284948033567 idle-cycles-backend       #  795.73% backend  cycles idle     (17.19%)
S0       16       234382519306 L1-dcache-loads                                               (22.88%)
S0       16         3118027989 L1-dcache-load-misses     #   19.88% of all L1-dcache hits    (27.41%)
S0       16         3722575472 L1-dcache-stores                                              (28.15%)
S0       16    <not supported> L1-dcache-store-misses  
S0       16                  0 L1-dcache-prefetch-misses                                     (27.14%)
S0       16         1505279568 L1-icache-load-misses                                         (26.93%)
S0       16         5141675015 LLC-loads                                                     (13.21%)
S0       16         1362224159 LLC-stores                                                    (12.46%)
S0       16    <not supported> LLC-prefetches          
S0       16       253672201092 dTLB-loads                                                    (18.29%)
S0       16          189964088 dTLB-load-misses          #    1.21% of all dTLB cache hits   (16.91%)
S0       16    <not supported> dTLB-stores             
S0       16    <not supported> dTLB-store-misses       
S0       16       148108817826 iTLB-loads                                                    (15.30%)
S0       16             247050 iTLB-load-misses          #    0.00% of all iTLB cache hits   (10.26%)
S0       16        61569528859 branch-loads                                                  (15.37%)
S0       16         1551229593 branch-load-misses                                            (20.35%)
S1       16         1498195198 cache-misses                                                  (21.78%)
S1       16       536689633177 cycles                    #    0.000 GHz                      (22.33%)
S1       16       617524990890 instructions              #    0.00  insns per cycle          (27.47%)
S1       16              21235 cs                                                            (100.00%)
S1       16                173 migrations                                                    (100.00%)
S1       16              13193 faults                                                      
S1       16    <not supported> bus-cycles              
S1       16       639043373013 idle-cycles-frontend      #    0.00% frontend cycles idle     (16.80%)
S1       16       291849456943 idle-cycles-backend       #    0.00% backend  cycles idle     (17.71%)
S1       16       241042214378 L1-dcache-loads                                               (22.87%)
S1       16         3093539215 L1-dcache-load-misses                                         (28.73%)
S1       16         3656887760 L1-dcache-stores                                              (29.40%)
S1       16    <not supported> L1-dcache-store-misses  
S1       16                  0 L1-dcache-prefetch-misses                                     (28.08%)
S1       16         1542009458 L1-icache-load-misses                                         (27.65%)
S1       16         5167202160 LLC-loads                                                     (11.72%)
S1       16         1227484371 LLC-stores                                                    (11.54%)
S1       16    <not supported> LLC-prefetches          
S1       16       241517332158 dTLB-loads                                                    (16.94%)
S1       16          178610406 dTLB-load-misses                                              (16.28%)
S1       16    <not supported> dTLB-stores             
S1       16    <not supported> dTLB-store-misses       
S1       16       134582213804 iTLB-loads                                                    (16.07%)
S1       16              34418 iTLB-load-misses                                              (10.07%)
S1       16        55793157329 branch-loads                                                  (15.38%)
S1       16         1392688250 branch-load-misses                                            (21.32%)
S2       16         1427117393 cache-misses                                                  (22.65%)
S2       16       533856651442 cycles                    #    0.000 GHz                      (23.59%)
S2       16       626227335470 instructions              #    0.00  insns per cycle          (27.63%)
S2       16              43741 cs                                                            (100.00%)
S2       16               3542 migrations                                                    (100.00%)
S2       16               8988 faults                                                      
S2       16    <not supported> bus-cycles              
S2       16       657295483656 idle-cycles-frontend      #    0.00% frontend cycles idle     (17.29%)
S2       16       298997828595 idle-cycles-backend       #    0.00% backend  cycles idle     (16.61%)
S2       16       246154800025 L1-dcache-loads                                               (21.92%)
S2       16         3310431307 L1-dcache-load-misses                                         (27.20%)
S2       16         4004621397 L1-dcache-stores                                              (27.88%)
S2       16    <not supported> L1-dcache-store-misses  
S2       16                  0 L1-dcache-prefetch-misses                                     (26.54%)
S2       16         1619598979 L1-icache-load-misses                                         (27.05%)
S2       16         5611757267 LLC-loads                                                     (11.75%)
S2       16         1522590086 LLC-stores                                                    (11.12%)
S2       16    <not supported> LLC-prefetches          
S2       16       255353615986 dTLB-loads                                                    (16.40%)
S2       16          180033735 dTLB-load-misses                                              (16.31%)
S2       16    <not supported> dTLB-stores             
S2       16    <not supported> dTLB-store-misses       
S2       16       137589817571 iTLB-loads                                                    (16.16%)
S2       16              70463 iTLB-load-misses                                              (10.61%)
S2       16        53058948786 branch-loads                                                  (16.30%)
S2       16         1352518737 branch-load-misses                                            (21.66%)
S3       16         1489520840 cache-misses                                                  (20.98%)
S3       16       634121123779 cycles                    #    0.000 GHz                      (20.49%)
S3       16       711289052330 instructions              #    0.00  insns per cycle          (27.57%)
S3       16              29108 cs                                                            (100.00%)
S3       16                269 migrations                                                    (100.00%)
S3       16              28048 faults                                                      
S3       16    <not supported> bus-cycles              
S3       16       717005906839 idle-cycles-frontend      #    0.00% frontend cycles idle     (19.59%)
S3       16       288570509316 idle-cycles-backend       #    0.00% backend  cycles idle     (18.93%)
S3       16       282099796096 L1-dcache-loads                                               (25.05%)
S3       16         3382409193 L1-dcache-load-misses                                         (30.07%)
S3       16         4394135506 L1-dcache-stores                                              (29.57%)
S3       16    <not supported> L1-dcache-store-misses  
S3       16                  0 L1-dcache-prefetch-misses                                     (25.23%)
S3       16         1699532770 L1-icache-load-misses                                         (25.74%)
S3       16         6763117691 LLC-loads                                                     (13.64%)
S3       16         2191519996 LLC-stores                                                    (13.81%)
S3       16    <not supported> LLC-prefetches          
S3       16       253585794731 dTLB-loads                                                    (18.13%)
S3       16          180131801 dTLB-load-misses                                              (15.68%)
S3       16    <not supported> dTLB-stores             
S3       16    <not supported> dTLB-store-misses       
S3       16       138262281414 iTLB-loads                                                    (16.12%)
S3       16              36403 iTLB-load-misses                                              (9.83%)
S3       16        66984359043 branch-loads                                                  (14.52%)
S3       16         1652556236 branch-load-misses                                            (19.65%)

     126.103927737 seconds time elapsed

#################################################################
# Test multi-threading - 16 threads - T3
#################################################################
2595811.GEM-Scalability.catwoman.t16
2016/9/28 08:08:27 -- [Opening input file '/tmp/data/datasets/gcat_set_039_1.fastq']
2016/9/28 08:08:27 -- [Outputting to '/scratch/077-hpca4se-bioinf/jlenis/results/GEM-Scalability/2595811.GEM-Scalability.catwoman.t16.sam']
2016/9/28 08:08:27 -- [Loading GEM index '/tmp/data/indexes/HG_index_GEM/index.gem']
2016/9/28 08:09:30 -- [SE::Mapping Sequences]
2016/9/28 08:09:41 -- # 100000 sequences processed
2016/9/28 08:09:41 -- # 200000 sequences processed
2016/9/28 08:09:41 -- # 300000 sequences processed
2016/9/28 08:09:41 -- # 400000 sequences processed
2016/9/28 08:09:41 -- # 500000 sequences processed
2016/9/28 08:09:41 -- # 600000 sequences processed
2016/9/28 08:09:41 -- # 700000 sequences processed
2016/9/28 08:09:41 -- # 800000 sequences processed
2016/9/28 08:09:41 -- # 900000 sequences processed
2016/9/28 08:09:41 -- # 1000000 sequences processed
2016/9/28 08:09:41 -- # 1100000 sequences processed
2016/9/28 08:09:41 -- # 1200000 sequences processed
2016/9/28 08:09:41 -- # 1300000 sequences processed
2016/9/28 08:09:41 -- # 1400000 sequences processed
2016/9/28 08:09:41 -- # 1500000 sequences processed
2016/9/28 08:09:42 -- # 1600000 sequences processed
2016/9/28 08:09:47 -- # 1700000 sequences processed
2016/9/28 08:09:47 -- # 1800000 sequences processed
2016/9/28 08:09:48 -- # 1900000 sequences processed
2016/9/28 08:09:48 -- # 2000000 sequences processed
2016/9/28 08:09:48 -- # 2100000 sequences processed
2016/9/28 08:09:48 -- # 2200000 sequences processed
2016/9/28 08:09:48 -- # 2300000 sequences processed
2016/9/28 08:09:48 -- # 2400000 sequences processed
2016/9/28 08:09:48 -- # 2500000 sequences processed
2016/9/28 08:09:48 -- # 2600000 sequences processed
2016/9/28 08:09:49 -- # 2700000 sequences processed
2016/9/28 08:09:49 -- # 2800000 sequences processed
2016/9/28 08:09:49 -- # 2900000 sequences processed
2016/9/28 08:09:49 -- # 3000000 sequences processed
2016/9/28 08:09:49 -- # 3100000 sequences processed
2016/9/28 08:09:49 -- # 3200000 sequences processed
2016/9/28 08:09:54 -- # 3300000 sequences processed
2016/9/28 08:09:54 -- # 3400000 sequences processed
2016/9/28 08:09:55 -- # 3500000 sequences processed
2016/9/28 08:09:55 -- # 3600000 sequences processed
2016/9/28 08:09:55 -- # 3700000 sequences processed
2016/9/28 08:09:55 -- # 3800000 sequences processed
2016/9/28 08:09:55 -- # 3900000 sequences processed
2016/9/28 08:09:55 -- # 4000000 sequences processed
2016/9/28 08:09:55 -- # 4100000 sequences processed
2016/9/28 08:09:56 -- # 4200000 sequences processed
2016/9/28 08:09:56 -- # 4300000 sequences processed
2016/9/28 08:09:56 -- # 4400000 sequences processed
2016/9/28 08:09:56 -- # 4500000 sequences processed
2016/9/28 08:09:57 -- # 4600000 sequences processed
2016/9/28 08:09:57 -- # 4700000 sequences processed
2016/9/28 08:09:57 -- # 4800000 sequences processed
2016/9/28 08:10:00 -- # 4900000 sequences processed
2016/9/28 08:10:01 -- # 5000000 sequences processed
2016/9/28 08:10:02 -- # 5100000 sequences processed
2016/9/28 08:10:02 -- # 5200000 sequences processed
2016/9/28 08:10:02 -- # 5300000 sequences processed
2016/9/28 08:10:02 -- # 5400000 sequences processed
2016/9/28 08:10:02 -- # 5500000 sequences processed
2016/9/28 08:10:02 -- # 5600000 sequences processed
2016/9/28 08:10:02 -- # 5700000 sequences processed
2016/9/28 08:10:03 -- # 5800000 sequences processed
2016/9/28 08:10:03 -- # 5900000 sequences processed
2016/9/28 08:10:04 -- # 6000000 sequences processed
2016/9/28 08:10:04 -- # 6100000 sequences processed
2016/9/28 08:10:04 -- # 6200000 sequences processed
2016/9/28 08:10:04 -- # 6300000 sequences processed
2016/9/28 08:10:04 -- # 6400000 sequences processed
2016/9/28 08:10:07 -- # 6500000 sequences processed
2016/9/28 08:10:07 -- # 6600000 sequences processed
2016/9/28 08:10:09 -- # 6700000 sequences processed
2016/9/28 08:10:09 -- # 6800000 sequences processed
2016/9/28 08:10:09 -- # 6900000 sequences processed
2016/9/28 08:10:09 -- # 7000000 sequences processed
2016/9/28 08:10:09 -- # 7100000 sequences processed
2016/9/28 08:10:09 -- # 7200000 sequences processed
2016/9/28 08:10:09 -- # 7300000 sequences processed
2016/9/28 08:10:10 -- # 7400000 sequences processed
2016/9/28 08:10:10 -- # 7500000 sequences processed
2016/9/28 08:10:11 -- # 7600000 sequences processed
2016/9/28 08:10:11 -- # 7700000 sequences processed
2016/9/28 08:10:12 -- # 7800000 sequences processed
2016/9/28 08:10:12 -- # 7900000 sequences processed
2016/9/28 08:10:12 -- # 8000000 sequences processed
2016/9/28 08:10:14 -- # 8100000 sequences processed
2016/9/28 08:10:14 -- # 8200000 sequences processed
2016/9/28 08:10:16 -- # 8300000 sequences processed
2016/9/28 08:10:16 -- # 8400000 sequences processed
2016/9/28 08:10:16 -- # 8500000 sequences processed
2016/9/28 08:10:16 -- # 8600000 sequences processed
2016/9/28 08:10:16 -- # 8700000 sequences processed
2016/9/28 08:10:16 -- # 8800000 sequences processed
2016/9/28 08:10:16 -- # 8900000 sequences processed
2016/9/28 08:10:17 -- # 9000000 sequences processed
2016/9/28 08:10:18 -- # 9100000 sequences processed
2016/9/28 08:10:18 -- # 9200000 sequences processed
2016/9/28 08:10:19 -- # 9300000 sequences processed
2016/9/28 08:10:19 -- # 9400000 sequences processed
2016/9/28 08:10:19 -- # 9500000 sequences processed
2016/9/28 08:10:19 -- # 9600000 sequences processed
2016/9/28 08:10:20 -- # 9700000 sequences processed
2016/9/28 08:10:20 -- # 9800000 sequences processed
2016/9/28 08:10:23 -- # 9900000 sequences processed
2016/9/28 08:10:23 -- # 10000000 sequences processed
2016/9/28 08:10:23 -- # 10100000 sequences processed
2016/9/28 08:10:23 -- # 10200000 sequences processed
2016/9/28 08:10:23 -- # 10300000 sequences processed
2016/9/28 08:10:23 -- # 10400000 sequences processed
2016/9/28 08:10:23 -- # 10500000 sequences processed
2016/9/28 08:10:24 -- # 10600000 sequences processed
2016/9/28 08:10:25 -- # 10700000 sequences processed
2016/9/28 08:10:26 -- # 10800000 sequences processed
2016/9/28 08:10:26 -- # 10900000 sequences processed
2016/9/28 08:10:26 -- # 11000000 sequences processed
2016/9/28 08:10:26 -- # 11100000 sequences processed
2016/9/28 08:10:27 -- # 11200000 sequences processed
2016/9/28 08:10:27 -- # 11300000 sequences processed
2016/9/28 08:10:27 -- # 11400000 sequences processed
2016/9/28 08:10:27 -- # 11500000 sequences processed
2016/9/28 08:10:27 -- # 11600000 sequences processed
2016/9/28 08:10:27 -- # 11700000 sequences processed
2016/9/28 08:10:27 -- # 11800000 sequences processed
2016/9/28 08:10:28 -- # 11900000 sequences processed
2016/9/28 08:10:28 -- Total 11945249 sequences processed... done
2016/9/28 08:10:28 -- [GEMMapper terminated successfully in 57s. (+63s. loading)]


 Performance counter stats for 'bin/gem-mapper -t 16 -I /tmp/data/indexes/HG_index_GEM/index.gem -i /tmp/data/datasets/gcat_set_039_1.fastq -o /scratch/077-hpca4se-bioinf/jlenis/results/GEM-Scalability/2595811.GEM-Scalability.catwoman.t16.sam':

S0       16         1577962646 cache-misses                                                  (21.69%)
S0       16       546806613896 cycles                    #    0.000 GHz                      (21.60%)
